topic,word,score,custom_label
6,strains,0.015115762166577076,Topic 6
6,pneumoniae,0.014050979357556594,Topic 6
6,infections,0.01196688746779117,Topic 6
6,antibiotic,0.011894113891389668,Topic 6
6,susceptibility,0.01012499133643478,Topic 6
6,aeruginosa,0.00968592001507132,Topic 6
7,asthma,0.029555572527230334,Topic 7
7,copd,0.02474267399575458,Topic 7
7,patients,0.01373127255355255,Topic 7
7,rhinitis,0.013264823848673491,Topic 7
7,allergic,0.012811038118113117,Topic 7
7,severe,0.011003903210055932,Topic 7
7,allergy,0.009651045516489376,Topic 7
7,allergic rhinitis,0.00861248949732575,Topic 7
7,ige,0.008401190064508042,Topic 7
7,anaphylaxis,0.008243240464615649,Topic 7
8,pain,0.023460367153178053,Topic 8
8,bone,0.013172203649444677,Topic 8
8,osteoporosis,0.012378149195295535,Topic 8
8,lumbar,0.012373518561004599,Topic 8
8,spine,0.012241966256829766,Topic 8
8,patients,0.011326135263724793,Topic 8
8,bmd,0.010912140196327197,Topic 8
8,knee,0.010827310946546563,Topic 8
8,treatment,0.00964547161699984,Topic 8
8,denosumab,0.009369004813348979,Topic 8
9,sperm,0.01963060560679644,Topic 9
9,pcos,0.019569689443664384,Topic 9
9,ovarian,0.016823493153031693,Topic 9
9,spermatozoa,0.013255263082601072,Topic 9
9,testosterone,0.011844209679988598,Topic 9
9,embryos,0.01180673165732691,Topic 9
9,ivf,0.0104117708239418,Topic 9
9,infertility,0.010299977809251933,Topic 9
9,embryo,0.010107059915456337,Topic 9
9,cycles,0.00994664155036557,Topic 9
10,social,0.0186532565496731,Topic 10
10,self,0.01806478631519718,Topic 10
10,students,0.016262491034029675,Topic 10
10,cultural,0.014466180985274817,Topic 10
10,personality,0.01316284833550791,Topic 10
10,gender,0.012706151391670103,Topic 10
10,education,0.012335050055509373,Topic 10
10,invariance,0.011105454492175834,Topic 10
10,research,0.011023758282541317,Topic 10
10,countries,0.01085042700622721,Topic 10
11,drug,0.03346863050912948,Topic 11
11,delivery,0.022725035836780722,Topic 11
11,loaded,0.021905279490613643,Topic 11
11,release,0.021277627278749434,Topic 11
11,nanoparticles,0.02064246961543266,Topic 11
11,micelles,0.016523233174154196,Topic 11
11,poly,0.016498552834273164,Topic 11
11,drug delivery,0.0148179093920349,Topic 11
11,particles,0.014054057735949192,Topic 11
11,size,0.012346832499372917,Topic 11
12,mutations,0.02922088769387683,Topic 12
12,genetic,0.01725721221114755,Topic 12
12,gene,0.016625440854709468,Topic 12
12,mutation,0.016206782205514823,Topic 12
12,variants,0.01437708818782254,Topic 12
12,families,0.01281724807165835,Topic 12
12,patients,0.011797522904766038,Topic 12
12,disease,0.011371035042165524,Topic 12
12,dmd,0.011145929226953144,Topic 12
12,clinical,0.010958826164670199,Topic 12
13,skin,0.03623507919928277,Topic 13
13,psoriasis,0.012768901220602683,Topic 13
13,disease,0.012485169482853421,Topic 13
13,cutaneous,0.011675767536280596,Topic 13
13,pemphigus,0.011131338077209896,Topic 13
13,treatment,0.010537884201518695,Topic 13
13,clinical,0.010134476441835955,Topic 13
13,systemic,0.009973388119105104,Topic 13
13,patient,0.009848554516278134,Topic 13
13,patients,0.009687895332296389,Topic 13
14,melanoma,0.038449822325908295,Topic 14
14,surgical,0.026910012058650186,Topic 14
14,tumour,0.022546621621778055,Topic 14
14,excision,0.02125188540027968,Topic 14
14,case,0.020375206181188422,Topic 14
14,malignant,0.01688984993808077,Topic 14
14,patient,0.01641725230177815,Topic 14
14,melanomas,0.015639883966017565,Topic 14
14,bcc,0.015544735854056125,Topic 14
14,cutaneous,0.015392741859330176,Topic 14
15,mental,0.03753869555013453,Topic 15
15,disorders,0.02610244340369077,Topic 15
15,mental health,0.021977754279422425,Topic 15
15,countries,0.02173032748049276,Topic 15
15,health,0.020923629815028245,Topic 15
15,income,0.017997056827771203,Topic 15
15,mental disorders,0.016687361877085378,Topic 15
15,treatment,0.01522846456219469,Topic 15
15,surveys,0.015101796688207663,Topic 15
15,care,0.012679332388153983,Topic 15
16,water,0.031252887932482286,Topic 16
16,river,0.017882698130005068,Topic 16
16,pb,0.014440924193910208,Topic 16
16,metals,0.014283912307362789,Topic 16
16,soil,0.014255971953608235,Topic 16
16,zn,0.014249332771432642,Topic 16
16,concentrations,0.0130973238584478,Topic 16
16,water quality,0.012906863426096198,Topic 16
16,fish,0.012702847038021377,Topic 16
16,heavy,0.011129595034256078,Topic 16
17,eyes,0.02912421334755723,Topic 17
17,eye,0.026678823669052058,Topic 17
17,glaucoma,0.019649017933435663,Topic 17
17,tear,0.01769492609183561,Topic 17
17,visual,0.017321992159108835,Topic 17
17,corneal,0.017285967650159894,Topic 17
17,macular,0.014932684779335613,Topic 17
17,acuity,0.013286921699193903,Topic 17
17,film,0.012523984805098412,Topic 17
17,dr,0.012412266077246803,Topic 17
18,lactobacillus,0.043948303999933463,Topic 18
18,strains,0.041887746013797564,Topic 18
18,lactic acid,0.022927394709588197,Topic 18
18,lactic,0.02264629967052148,Topic 18
18,probiotic,0.022055356636062173,Topic 18
18,bacteria,0.02168092150859412,Topic 18
18,bulgaricus,0.021535579473320625,Topic 18
18,strain,0.0204273988441327,Topic 18
18,starter,0.01956646160641611,Topic 18
18,lab,0.019324149886961964,Topic 18
19,dna,0.06039531680411491,Topic 19
19,chromatin,0.04417275878844693,Topic 19
19,repair,0.038461620090428375,Topic 19
19,histone,0.02887740264324944,Topic 19
19,replication,0.02448609518866334,Topic 19
19,cells,0.022674603361387873,Topic 19
19,linker,0.02020238593071676,Topic 19
19,nuclear,0.01885425766223607,Topic 19
19,macroh2a1,0.017296039655596313,Topic 19
19,cell,0.016427807398505356,Topic 19
20,hpv,0.0450283326059898,Topic 20
20,cervical,0.03528626131194294,Topic 20
20,cervical cancer,0.023391239287240795,Topic 20
20,cancer,0.021347265806607067,Topic 20
20,carcinoma,0.01697256660382678,Topic 20
20,uterine,0.01683211571244784,Topic 20
20,women,0.013947407619612606,Topic 20
20,patients,0.013396202734002915,Topic 20
20,cervix,0.013090232621632125,Topic 20
20,hysterectomy,0.012365208133459413,Topic 20
21,catalysts,0.025373517486973415,Topic 21
21,films,0.02252933156296663,Topic 21
21,surface,0.021501708923996533,Topic 21
21,tio2,0.019505296161355344,Topic 21
21,optical,0.018324683950695943,Topic 21
21,electrochemical,0.017822985149662286,Topic 21
21,oxidation,0.01623027838850438,Topic 21
21,catalyst,0.015055136188828047,Topic 21
21,spectroscopy,0.014875056848646836,Topic 21
21,catalytic,0.014574072602363571,Topic 21
22,surgery,0.02345419303334491,Topic 22
22,resection,0.021148846540556262,Topic 22
22,liver,0.018384523517508775,Topic 22
22,biliary,0.01640756078781935,Topic 22
22,duct,0.01533581007411674,Topic 22
22,laparoscopic,0.015335499685956504,Topic 22
22,rectal,0.014092535955245622,Topic 22
22,pancreatic,0.013303974684178285,Topic 22
22,robotic,0.012935173196367746,Topic 22
22,surgical,0.012760020716750154,Topic 22
23,diabetes,0.040132589016441955,Topic 23
23,insulin,0.0310088319048033,Topic 23
23,glucose,0.020547328570243516,Topic 23
23,hba1c,0.019360870725857276,Topic 23
23,type diabetes,0.019244064758491924,Topic 23
23,type,0.016198752285664846,Topic 23
23,patients,0.013361406572324343,Topic 23
23,diabetic,0.012393041888191103,Topic 23
23,t2dm,0.011258519973701801,Topic 23
23,t2d,0.010614218287000775,Topic 23
24,children,0.04288979410826388,Topic 24
24,obesity,0.03061500136943529,Topic 24
24,overweight,0.021537843507047787,Topic 24
24,consumption,0.021335814913863937,Topic 24
24,food,0.020200974423220264,Topic 24
24,bmi,0.01860705486437841,Topic 24
24,intake,0.01829816896000499,Topic 24
24,parental,0.017948199652391167,Topic 24
24,countries,0.016715760971840896,Topic 24
24,european,0.016674843562957307,Topic 24
25,sle,0.035198386779674046,Topic 25
25,c1q,0.03482666611055714,Topic 25
25,lupus,0.03201673948366986,Topic 25
25,anti,0.025731193821765867,Topic 25
25,complement,0.024106014709457047,Topic 25
25,c3,0.022713043115580745,Topic 25
25,autoantibodies,0.01886027568110807,Topic 25
25,igg,0.018147075483190653,Topic 25
25,systemic lupus,0.017540244067127578,Topic 25
25,antibodies,0.017161174817561728,Topic 25
26,training,0.03663317323741565,Topic 26
26,sports,0.031408081507011604,Topic 26
26,athletes,0.02898872197852694,Topic 26
26,physical,0.027868089157169446,Topic 26
26,strength,0.019217703325067895,Topic 26
26,speed,0.017752835308297226,Topic 26
26,swimming,0.016408167583782107,Topic 26
26,students,0.01602100624837355,Topic 26
26,girls,0.015678524407806833,Topic 26
26,sport,0.01549525126642824,Topic 26
27,microglia,0.02005249329796258,Topic 27
27,brain,0.0190488725649927,Topic 27
27,ngf,0.018361594385135446,Topic 27
27,neuronal,0.01823376501553366,Topic 27
27,neurons,0.01742820322156204,Topic 27
27,neurogenesis,0.017360819964473726,Topic 27
27,stroke,0.015247864067076424,Topic 27
27,cells,0.014381469191154829,Topic 27
27,adipose,0.012746874392680215,Topic 27
27,ischemic,0.012304473156220644,Topic 27
28,melatonin,0.04875975112814834,Topic 28
28,rats,0.04005710199314613,Topic 28
28,memory,0.034751006790375516,Topic 28
28,hippocampus,0.02007659084615654,Topic 28
28,mg kg,0.01873579432484796,Topic 28
28,kg,0.01616558321460307,Topic 28
28,test,0.01557630196390314,Topic 28
28,induced,0.013884517588976675,Topic 28
28,mg,0.012736876512971847,Topic 28
28,maze,0.0127078797990476,Topic 28
29,weight,0.049369987822255476,Topic 29
29,weight loss,0.031433350399760765,Topic 29
29,diet,0.029194222522626715,Topic 29
29,loss,0.02370703382560603,Topic 29
29,intervention,0.023365003788793328,Topic 29
29,dietary,0.02197515266633993,Topic 29
29,maintenance,0.016523488336947355,Topic 29
29,regain,0.014274295834590339,Topic 29
29,protein,0.01411291120725504,Topic 29
29,diets,0.013918827075158964,Topic 29
30,virus,0.04908758710268542,Topic 30
30,viral,0.03590670545178298,Topic 30
30,hsv,0.03211487619345082,Topic 30
30,antiviral,0.031826672736788124,Topic 30
30,replication,0.02741010714488866,Topic 30
30,influenza,0.023582675340861083,Topic 30
30,effect,0.02099255788683444,Topic 30
30,herpes,0.016097711977149685,Topic 30
30,influenza virus,0.015438409652089887,Topic 30
30,activity,0.01504726713873312,Topic 30
31,aml,0.027750410239893414,Topic 31
31,cml,0.02732917777666717,Topic 31
31,leukemia,0.02063833319462315,Topic 31
31,myeloid,0.01976879906576101,Topic 31
31,myeloma,0.01933407211137822,Topic 31
31,patients,0.018972031510266864,Topic 31
31,cytogenetic,0.015228640749566789,Topic 31
31,dexamethasone,0.015214602097143225,Topic 31
31,mds,0.015096243862311556,Topic 31
31,survival,0.01495489271250857,Topic 31
32,pituitary,0.039589681385450444,Topic 32
32,cs,0.03177872766973967,Topic 32
32,adenomas,0.021603129156046414,Topic 32
32,adrenal,0.021308336717729134,Topic 32
32,patients,0.020065651321715523,Topic 32
32,acromegaly,0.019738668970076423,Topic 32
32,cortisol,0.0196295330524373,Topic 32
32,cushing,0.01615456845795231,Topic 32
32,gh,0.013496258581131232,Topic 32
32,aip,0.012770437272021547,Topic 32
33,hiv,0.09818460453264793,Topic 33
33,msm,0.026086620044947634,Topic 33
33,aids,0.020424772740823223,Topic 33
33,subtype,0.020230592355311664,Topic 33
33,antiretroviral,0.01684953319527967,Topic 33
33,prep,0.013359570996986474,Topic 33
33,men,0.012514684350601834,Topic 33
33,hiv infection,0.01249766319072928,Topic 33
33,art,0.01225287376267511,Topic 33
33,hiv aids,0.012155820840593025,Topic 33
34,tuberculosis,0.05955937644598693,Topic 34
34,tb,0.0551035132641494,Topic 34
34,bcg,0.032924301957954226,Topic 34
34,mycobacterium,0.023404797573686013,Topic 34
34,resistant,0.017213893173552406,Topic 34
34,mycobacterium tuberculosis,0.016303110306254226,Topic 34
34,beijing,0.013926883826651009,Topic 34
34,strains,0.013298770198234989,Topic 34
34,typing,0.013297834778838459,Topic 34
34,multidrug resistant,0.012141421368143305,Topic 34
35,schizophrenia,0.03995144306191558,Topic 35
35,symptoms,0.025214640749282122,Topic 35
35,depressive,0.01997474080223297,Topic 35
35,depression,0.01612733842092792,Topic 35
35,negative symptoms,0.014425222337349835,Topic 35
35,scale,0.014144035461760001,Topic 35
35,patients,0.013606341361864728,Topic 35
35,mdd,0.013413531947012286,Topic 35
35,connectivity,0.01336601754687777,Topic 35
35,clinical,0.012705045577313797,Topic 35
36,phenol,0.02862341670466429,Topic 36
36,microbial,0.021621934070737227,Topic 36
36,biodegradation,0.020336078768953828,Topic 36
36,anaerobic,0.01909489869233373,Topic 36
36,biofilm,0.01899167378161864,Topic 36
36,immobilized,0.01868502265399061,Topic 36
36,biogas,0.018255959150846175,Topic 36
36,production,0.01785102200223445,Topic 36
36,waste,0.01690506421069742,Topic 36
36,strain,0.016562279562019337,Topic 36
37,reimbursement,0.04200616778912511,Topic 37
37,medicines,0.03651636882383248,Topic 37
37,costs,0.026833055993149484,Topic 37
37,orphan,0.026310997598992886,Topic 37
37,cost,0.02225723676414495,Topic 37
37,countries,0.01860534224488901,Topic 37
37,reimbursed,0.01822473837817171,Topic 37
37,health,0.01814504732888276,Topic 37
37,prices,0.017560557862648776,Topic 37
37,pricing,0.017531045479861902,Topic 37
38,ckd,0.04222909872097057,Topic 38
38,kidney,0.03899355871707415,Topic 38
38,renal,0.02694889408186283,Topic 38
38,aki,0.018506451224692425,Topic 38
38,transplant,0.018322682882619144,Topic 38
38,transplantation,0.01808289169282616,Topic 38
38,pmp,0.018003749997802587,Topic 38
38,esrd,0.016190475664470735,Topic 38
38,patients,0.015301930160040899,Topic 38
38,kidney disease,0.015039692831426069,Topic 38
39,mdd,0.02904213898873972,Topic 39
39,depression,0.02481088116577882,Topic 39
39,affective,0.02190005636367286,Topic 39
39,immune,0.020110107878240174,Topic 39
39,lowered,0.019145679031839936,Topic 39
39,smd,0.018791184517488672,Topic 39
39,phenome,0.017746770058737975,Topic 39
39,long covid,0.017377045682514268,Topic 39
39,increased,0.01653278759628747,Topic 39
39,trp,0.016442286452802587,Topic 39
40,enzyme,0.029490102912028797,Topic 40
40,strain,0.024404769060193076,Topic 40
40,fermentation,0.023757659299910843,Topic 40
40,production,0.021919792090495757,Topic 40
40,eps,0.021679099554052634,Topic 40
40,strains,0.02072556729160361,Topic 40
40,ph,0.02000635697228096,Topic 40
40,enzymes,0.019771808930662903,Topic 40
40,lipase,0.01973588952356227,Topic 40
40,activity,0.018508617001052906,Topic 40
41,reaction,0.05098211117555789,Topic 41
41,1h,0.04885452989736554,Topic 41
41,nmr,0.04884377511991977,Topic 41
41,13c,0.04497952130270606,Topic 41
41,compound,0.0447200516738581,Topic 41
41,yl,0.042145691343958874,Topic 41
41,synthesized,0.03975348557688642,Topic 41
41,methyl,0.0397460758720718,Topic 41
41,synthesis,0.036124750973157274,Topic 41
41,1h 13c,0.03225463641877533,Topic 41
42,binding,0.029130941552540954,Topic 42
42,protein,0.02739891448019783,Topic 42
42,ligand,0.02576968558573856,Topic 42
42,docking,0.024199634677589444,Topic 42
42,molecular,0.022286205877183437,Topic 42
42,pparγ,0.019924711409135994,Topic 42
42,receptor,0.017244899378253745,Topic 42
42,protein ligand,0.013959705674681145,Topic 42
42,virtual,0.01365686618885419,Topic 42
42,interactions,0.01340631776073068,Topic 42
43,propolis,0.10613660460876918,Topic 43
43,honey,0.049328414887128746,Topic 43
43,bee,0.03508393673780144,Topic 43
43,samples,0.020230586127645073,Topic 43
43,propolis samples,0.016118447212623364,Topic 43
43,activity,0.015113354988958702,Topic 43
43,compounds,0.013805906057733883,Topic 43
43,extract,0.01326212303823746,Topic 43
43,chemical,0.013219343403244179,Topic 43
43,extracts,0.013039532796535856,Topic 43
44,prostate,0.08829296902718921,Topic 44
44,prostate cancer,0.08360479849710663,Topic 44
44,cancer,0.052442120981147186,Topic 44
44,risk,0.03319466249431146,Topic 44
44,ancestry,0.025146927426737735,Topic 44
44,cancer risk,0.024932193466578486,Topic 44
44,snps,0.021591049741527684,Topic 44
44,men,0.020557736108541346,Topic 44
44,association,0.020249789022818036,Topic 44
44,variants,0.01951568095283733,Topic 44
45,liver,0.033023089675125954,Topic 45
45,nafld,0.031016726161721485,Topic 45
45,mscs,0.029960393436550277,Topic 45
45,cells,0.02948936039523285,Topic 45
45,steatosis,0.018263432893246032,Topic 45
45,liver disease,0.01791557456259998,Topic 45
45,fibrosis,0.017750895374551077,Topic 45
45,hcc,0.01464650681631043,Topic 45
45,cell,0.014629370781016959,Topic 45
45,fatty liver,0.012932260487233256,Topic 45
46,noise,0.040578536032617685,Topic 46
46,exposure,0.025556104132593793,Topic 46
46,pollution,0.02303844195004975,Topic 46
46,air,0.022864056686280134,Topic 46
46,traffic,0.021876545158854153,Topic 46
46,smoking,0.02052914502725183,Topic 46
46,air pollution,0.019917172295614242,Topic 46
46,health,0.016033904271887434,Topic 46
46,greenspace,0.015249483511586457,Topic 46
46,95,0.014275277222181576,Topic 46
47,complexes,0.05185411940308776,Topic 47
47,metal,0.03550379553690451,Topic 47
47,coordination,0.028369425337882847,Topic 47
47,ligand,0.027988325309046904,Topic 47
47,iii,0.02017439300533579,Topic 47
47,tautomeric,0.01990112506223593,Topic 47
47,ligands,0.019389651016406665,Topic 47
47,dft,0.01779454828284305,Topic 47
47,spectra,0.017246458563190622,Topic 47
47,pt,0.01686594848414949,Topic 47
48,pe,0.04489942892966223,Topic 48
48,pregnancy,0.04070599423006849,Topic 48
48,pregnancies,0.038108799896171275,Topic 48
48,women,0.03621374920056542,Topic 48
48,preeclampsia,0.030661117356274133,Topic 48
48,cvs,0.023002732992363037,Topic 48
48,twin,0.02266256500246349,Topic 48
48,pregnant,0.020539136955790516,Topic 48
48,risk,0.0204092113369687,Topic 48
48,fetal,0.020073924677158333,Topic 48
49,mir,0.08802590953201775,Topic 49
49,mirnas,0.05544931064551179,Topic 49
49,5p,0.03433601643449544,Topic 49
49,rnas,0.02760630758268208,Topic 49
49,mirna,0.025872189867862154,Topic 49
49,expression,0.023757000642516377,Topic 49
49,cancer,0.021437226374908316,Topic 49
49,non coding,0.018754861724268185,Topic 49
49,3p,0.018575536771798684,Topic 49
49,coding,0.017021359476679196,Topic 49
50,albicans,0.0281548827699893,Topic 50
50,candida,0.025285194917679867,Topic 50
50,infection,0.02409779252261197,Topic 50
50,infections,0.018025406885770347,Topic 50
50,trachomatis,0.01780503887357084,Topic 50
50,vaginal,0.016466925170006034,Topic 50
50,antifungal,0.015867358628505412,Topic 50
50,bv,0.01461366730472917,Topic 50
50,women,0.013870605609830762,Topic 50
50,vaginalis,0.011890119610199834,Topic 50
51,cells,0.02761698542715886,Topic 51
51,tumor,0.024768970365015106,Topic 51
51,redox,0.021943508496099086,Topic 51
51,cancer,0.021728786564517866,Topic 51
51,mitochondrial,0.01886357644314485,Topic 51
51,anticancer,0.018813932303945912,Topic 51
51,superoxide,0.017651906775835367,Topic 51
51,cancer cells,0.017485063756083382,Topic 51
51,oxidative,0.01469596573643497,Topic 51
51,normal,0.014497210294028574,Topic 51
52,schizophrenia,0.05188031287765995,Topic 52
52,bipolar,0.027138132764085523,Topic 52
52,disorder,0.02676480544002755,Topic 52
52,methylation,0.021045898878270408,Topic 52
52,bipolar disorder,0.017617733414331985,Topic 52
52,psychiatric,0.01697439657530607,Topic 52
52,disorders,0.015678830650158702,Topic 52
52,genetic,0.015660175018155836,Topic 52
52,controls,0.015614123126534386,Topic 52
52,genome wide,0.015419143716893945,Topic 52
53,antioxidant,0.024185630191196354,Topic 53
53,induced,0.021306410641052362,Topic 53
53,liver,0.02055355394505765,Topic 53
53,mg kg,0.018792247787016575,Topic 53
53,kg,0.017043317902836946,Topic 53
53,rats,0.017039494134388086,Topic 53
53,inflammatory,0.015087502614397794,Topic 53
53,gsh,0.015077294716336714,Topic 53
53,mg,0.014027730355466016,Topic 53
53,glutathione,0.013818987564685798,Topic 53
54,gy,0.04624243192799167,Topic 54
54,radiation,0.04546423497000202,Topic 54
54,dose,0.03200738176330169,Topic 54
54,doses,0.027168681425307116,Topic 54
54,laboratories,0.024259930037664412,Topic 54
54,dosimetry,0.019416675644709766,Topic 54
54,scoring,0.019179995768989166,Topic 54
54,samples,0.01724358906772207,Topic 54
54,triage,0.017203163543448606,Topic 54
54,exposure,0.01685173016888138,Topic 54
55,cancer,0.03667059264492924,Topic 55
55,care,0.025765094199709855,Topic 55
55,european,0.02195649547713069,Topic 55
55,countries,0.01979558299456204,Topic 55
55,hta,0.019042016681546266,Topic 55
55,lung cancer,0.016536675682817362,Topic 55
55,cancers,0.014664619799039625,Topic 55
55,stakeholders,0.013722791540772706,Topic 55
55,patient,0.012580728926510278,Topic 55
55,cee,0.012521311026009474,Topic 55
56,thyroid,0.05644500916401318,Topic 56
56,tsh,0.024298341928203685,Topic 56
56,serum,0.016904519135460976,Topic 56
56,euthyroid,0.01678456205069746,Topic 56
56,ht,0.01651758307779017,Topic 56
56,pth,0.014953760028393876,Topic 56
56,patients,0.014680207155752967,Topic 56
56,phpt,0.014671245200407513,Topic 56
56,hypothyroidism,0.013392203854986465,Topic 56
56,ft4,0.013035633155587714,Topic 56
57,pandemic,0.03957995264578412,Topic 57
57,covid 19,0.039415855999823085,Topic 57
57,covid,0.03877215285349305,Topic 57
57,19,0.036337266266257454,Topic 57
57,anxiety,0.031119812000370763,Topic 57
57,depression,0.029849319089901644,Topic 57
57,mental,0.026227476467554817,Topic 57
57,mental health,0.023712754494340724,Topic 57
57,health,0.02359372767147859,Topic 57
57,19 pandemic,0.021262264042201842,Topic 57
58,muscle,0.04213806571323934,Topic 58
58,smooth,0.03786322689098097,Topic 58
58,smooth muscle,0.03429203819127994,Topic 58
58,ca2,0.03211856966792555,Topic 58
58,contractile,0.028989531923443106,Topic 58
58,relaxation,0.02657981934373338,Topic 58
58,anal,0.023763198406106786,Topic 58
58,contraction,0.022047561423931664,Topic 58
58,channels,0.02196489112491075,Topic 58
58,calcium,0.02054262065346959,Topic 58
59,il,0.05117819501327346,Topic 59
59,crc,0.038580022237493815,Topic 59
59,tumor,0.032995556409579976,Topic 59
59,tgf,0.022900214622649046,Topic 59
59,colorectal,0.021778072424127777,Topic 59
59,cancer,0.020764224528274807,Topic 59
59,cells,0.019650272996142713,Topic 59
59,expression,0.019226030664997677,Topic 59
59,crc patients,0.015526054390864045,Topic 59
59,immune,0.015153633772139952,Topic 59
60,phase,0.03997873431756507,Topic 60
60,membrane,0.03896340653902746,Topic 60
60,lipid,0.038512572241110536,Topic 60
60,membranes,0.035586870192852706,Topic 60
60,rbc,0.022030601263177182,Topic 60
60,popc,0.0194885768208997,Topic 60
60,pc,0.019214524532497695,Topic 60
60,phosphatidylcholine,0.018296368966725332,Topic 60
60,erythrocytes,0.017512434308533522,Topic 60
60,lo,0.016928286153908206,Topic 60
61,hemocyanins,0.032016130151246235,Topic 61
61,hemocyanin,0.030482931059398255,Topic 61
61,glycation,0.028387710098278635,Topic 61
61,kda,0.02404633260401877,Topic 61
61,rapana,0.01913694001774244,Topic 61
61,proteins,0.01911003916205864,Topic 61
61,rth,0.018651162433333857,Topic 61
61,hlh,0.016694892098230954,Topic 61
61,snail,0.01636111859313165,Topic 61
61,venosa,0.015780207216183673,Topic 61
62,compounds,0.03760770120498965,Topic 62
62,derivatives,0.027520563367079805,Topic 62
62,activity,0.02362755878452206,Topic 62
62,synthesized,0.021965078213540185,Topic 62
62,cell,0.020140267134067604,Topic 62
62,cell lines,0.019265781763526925,Topic 62
62,mb 231,0.0185899853485874,Topic 62
62,mda mb,0.018544732177822106,Topic 62
62,231,0.017791038971865215,Topic 62
62,ic50,0.01760986439141873,Topic 62
63,p13,0.02841557073659534,Topic 63
63,disease activity,0.02779540919598597,Topic 63
63,arthritis,0.023666046280383397,Topic 63
63,psa,0.023025762654814406,Topic 63
63,ra,0.022990125766838312,Topic 63
63,sb2,0.0226956256853167,Topic 63
63,inf,0.022128235043183783,Topic 63
63,patients,0.019662566592107453,Topic 63
63,week,0.018540494051839284,Topic 63
63,ct,0.01790935097959936,Topic 63
64,ecg,0.07734160687041869,Topic 64
64,lead,0.021354284084619115,Topic 64
64,qrs,0.021001922832134375,Topic 64
64,frequency,0.020613579638538784,Topic 64
64,signal,0.020495744072461557,Topic 64
64,interference,0.01898293083671678,Topic 64
64,signals,0.01819332856129552,Topic 64
64,recordings,0.0162136123507069,Topic 64
64,noise,0.015649424986521308,Topic 64
64,ms,0.015583686016994927,Topic 64
65,nsclc,0.03798368829717027,Topic 65
65,egfr,0.02641009239864565,Topic 65
65,ep,0.02537484420654562,Topic 65
65,lung cancer,0.023530627508302506,Topic 65
65,durvalumab,0.022998408176630944,Topic 65
65,lung,0.022465878434533734,Topic 65
65,plus,0.01980109176779564,Topic 65
65,patients,0.018480188734483646,Topic 65
65,chemotherapy,0.01834682898617584,Topic 65
65,cell lung,0.018186453960447876,Topic 65
66,fixation,0.05479337620202233,Topic 66
66,fractures,0.05191039712255781,Topic 66
66,screw,0.03679912439968515,Topic 66
66,fracture,0.03676412401684847,Topic 66
66,plate,0.033166948241942454,Topic 66
66,plating,0.0241471913534779,Topic 66
